season,week,celebrity_name,judge_score,fan_vote,fan_vote_scaled,comprehensive_score,rank,judge_weight,fan_weight,fan_vote_cv,total_uncertainty,placement,is_eliminated,elimination_probability
2,8,Drew Lachey,28.9998,0.3333333333333333,10.0,,3,,,1.665334536937735e-16,0.1044629738804722,1,0,0.8191185877217224
2,8,Jerry Rice,26.666600000000003,0.3333333333333333,10.0,,2,,,1.665334536937735e-16,0.1046168884686194,2,0,0.8592336566778697
2,8,Stacy Keibler,28.6665,0.3333333333333333,10.0,,1,,,1.665334536937735e-16,0.0959962501390847,3,0,0.7910284665306969
3,1,Emmitt Smith,24.0,0.0987863910404917,2.963591731214751,,11,,,0.0323618526086044,0.1800195014860027,1,0,0.04437657712144626
3,1,Harry Hamlin,17.0,0.0983790532457686,2.9513715973730577,,10,,,0.0298021143922886,0.1620896799455181,9,0,0.14268797426372648
3,1,Jerry Springer,16.0,0.099519430875427,2.98558292626281,,9,,,0.0305173238591548,0.1714225104298533,5,0,0.08627640058966284
3,1,Joey Lawrence,21.0,0.0976618523352682,2.929855570058046,,8,,,0.0246489582142896,0.1432245405515891,3,0,0.05980808981567553
3,1,Mario Lopez,26.0,0.1014074871868766,3.042224615606298,,7,,,0.0302110294432694,0.1435381597885938,2,0,0.09949709212875833
3,1,Monique Coleman,19.0,0.0938213879227574,2.814641637682722,,6,,,0.0405307185613403,0.1541726639122639,4,0,0.05533654127046698
3,1,Sara Evans,15.0,0.0936394918005979,2.809184754017937,,5,,,0.031521421038917,0.2189977989915791,6,0,0.10418825223035862
3,1,Shanna Moakler,18.0,0.1005695318687003,3.017085956061009,,4,,,0.0307290542240069,0.1721504104613164,10,0,0.1153315419991361
3,1,Tucker Carlson,12.0,0.0183269679438534,0.549809038315602,,3,,,0.0193659744554558,,11,1,0.9327850694716734
3,1,Vivica A. Fox,22.0,0.100398971611325,3.01196914833975,,2,,,0.0354780372091503,0.1204905243352876,8,0,0.09524152643249151
3,1,Willa Ford,22.0,0.0974894341689331,2.924683025067993,,1,,,0.0267835114369151,0.1448561367720621,7,0,0.19574874614606816
3,2,Emmitt Smith,24.0,0.1047024062432256,3.141072187296768,0.7372811414402544,4,0.3725331046738638,0.6274668953261361,0.0690433186422875,0.2167009675196858,1,0,0.0005567698487712665
3,2,Harry Hamlin,21.0,0.1065621467367783,3.196864402103349,0.6166789686810698,8,0.3725331046738638,0.6274668953261361,0.0450261257996474,0.1773136913528769,9,0,0.0
3,2,Jerry Springer,19.0,0.1134013225221949,3.402039675665847,0.5764778498564854,9,0.3725331046738638,0.6274668953261361,0.0442256200923335,0.185130806663032,5,0,0.0
3,2,Joey Lawrence,29.0,0.1101989159997858,3.305967479993574,0.9999999999996696,1,0.3725331046738638,0.6274668953261361,0.0482534704286119,0.1668290527659114,3,0,0.0
3,2,Mario Lopez,21.0,0.1212632821631904,3.637898464895712,0.7222252586211211,5,0.3725331046738638,0.6274668953261361,0.0444789820292631,0.1578061123745875,2,0,0.0
3,2,Monique Coleman,26.0,0.1072903111273453,3.218709333820359,0.8451636577062582,2,0.3725331046738638,0.6274668953261361,0.0417052279219921,0.1553471732729157,4,0,0.0
3,2,Sara Evans,21.0,0.1073100196164457,3.219300588493371,0.6220482959817258,7,0.3725331046738638,0.6274668953261361,0.0366938658642442,0.2241702438169063,6,0,0.0
3,2,Shanna Moakler,22.0,0.0144479956852472,0.4334398705574159,0.0,10,0.3725331046738638,0.6274668953261361,0.0400500191902576,0.1814713754275671,10,1,0.9998133511673152
3,2,Vivica A. Fox,24.0,0.1086755727797019,3.260267183391057,0.7658063522539459,3,0.3725331046738638,0.6274668953261361,0.0522560990723706,0.1372685861985079,8,0,0.0024990009244684774
3,2,Willa Ford,23.0,0.1061480271260846,3.1844408137825377,0.7030085546089548,6,0.3725331046738638,0.6274668953261361,0.059064969755555,0.177137595090702,7,0,0.0005567698487712665
3,3,Emmitt Smith,19.0,0.1370038746851257,4.110116240553771,0.7323257185681192,7,0.3315846898969101,0.66841531010309,0.0663654158923166,0.2140230647697149,1,0,0.0
3,3,Harry Hamlin,22.0,0.0173498702235061,0.520496106705183,0.0,9,0.3315846898969101,0.66841531010309,0.0327968711557347,0.1650844367089642,9,1,0.9995558872290394
3,3,Jerry Springer,21.0,0.1178257314628106,3.534771943884318,0.6872644518134222,8,0.3315846898969101,0.66841531010309,0.055386817834899,0.1962920044055975,5,0,0.0
3,3,Joey Lawrence,22.0,0.122473426877197,3.6742028063159102,0.768859627542041,5,0.3315846898969101,0.66841531010309,0.048638834772771,0.1672144171100705,3,0,0.0
3,3,Mario Lopez,22.0,0.1315044038048418,3.9451321141452538,0.8349109844211077,4,0.3315846898969101,0.66841531010309,0.0580389049900575,0.1713660353353819,2,0,0.0
3,3,Monique Coleman,27.0,0.1118005708714632,3.354017126143896,0.9288125534853804,2,0.3315846898969101,0.66841531010309,0.050127149554911,0.1637690949058346,4,0,0.0
3,3,Sara Evans,25.0,0.1205263140862992,3.615789422588976,0.8974263651454477,3,0.3315846898969101,0.66841531010309,0.0459808704672491,0.2334572484199112,6,0,0.0
3,3,Vivica A. Fox,27.0,0.1215337878314902,3.646013634944706,0.9999999999996292,1,0.3315846898969101,0.66841531010309,0.0566251565176494,0.1416376436437867,8,0,0.0
3,3,Willa Ford,22.0,0.1199820201572659,3.599460604717977,0.7506378121495846,6,0.3315846898969101,0.66841531010309,0.0566633967657294,0.1747360221008764,7,0,0.0
3,4,Emmitt Smith,24.0,0.136820992666704,4.10462978000112,0.7419498984948736,5,0.3743244687048884,0.6256755312951114,0.0524671089322383,0.2001247578096366,1,0,0.0005567698487712665
3,4,Jerry Springer,22.0,0.1437038508815075,4.311115526445225,0.6812484150245015,6,0.3743244687048884,0.6256755312951114,0.0540452128634457,0.1949503994341442,5,0,0.0
3,4,Joey Lawrence,27.0,0.1316762449454599,3.950287348363797,0.8668333675210516,3,0.3743244687048884,0.6256755312951114,0.0700472233669509,0.1886228057042504,3,0,0.0
3,4,Mario Lopez,29.0,0.1358877500052522,4.076632500157566,0.999999999999596,1,0.3743244687048884,0.6256755312951114,0.0551733168781101,0.1685004472234345,2,0,0.0
3,4,Monique Coleman,24.0,0.1423291317446298,4.269873952338894,0.7779274583746383,4,0.3743244687048884,0.6256755312951114,0.0488826056652884,0.162524551016212,4,0,0.0005567698487712665
3,4,Sara Evans,20.0,0.1433805443937573,4.301416331812719,0.5734783629465261,7,0.3743244687048884,0.6256755312951114,0.0423978943118551,0.2298742722645173,6,0,0.0
3,4,Vivica A. Fox,24.0,0.0232289857762847,0.696869573288541,0.0,8,0.3743244687048884,0.6256755312951114,0.0489897265528111,0.1340022136789484,8,1,0.9987715086034413
3,4,Willa Ford,28.0,0.1429724995864043,4.289174987592129,0.993446366262432,2,0.3743244687048884,0.6256755312951114,0.052371124103326,0.170443749438473,7,0,0.0
3,5,Emmitt Smith,27.0,0.1428571428571428,4.285714285714284,,7,,,0.0,0.1476576488773983,1,0,0.2563059063770477
3,5,Jerry Springer,24.0,0.1428571428571428,4.285714285714284,,6,,,0.0,0.1409051865706985,5,0,0.3928766477697754
3,5,Joey Lawrence,25.0,0.1428571428571428,4.285714285714284,,5,,,0.0,0.1185755823372995,3,0,0.659549472790301
3,5,Mario Lopez,27.0,0.1428571428571428,4.285714285714284,,4,,,0.0,0.1133271303453244,2,0,0.6894144383302977
3,5,Monique Coleman,27.0,0.1428571428571428,4.285714285714284,,3,,,0.0,0.1136419453509236,4,0,0.7067829082737589
3,5,Sara Evans,24.0,0.1428571428571428,4.285714285714284,,2,,,0.0,0.1874763779526621,6,1,0.7731013298972836
3,5,Willa Ford,27.0,0.1428571428571428,4.285714285714284,,1,,,0.0,0.118072625335147,7,1,0.7158593818948621
3,6,Emmitt Smith,25.0,0.1967856460963963,5.903569382891889,0.6071906199501003,3,0.6248546105876024,0.3751453894123975,0.018702482731591,0.1663601316089893,1,0,0.20796018796094878
3,6,Jerry Springer,18.0,0.1917996646945337,5.753989940836011,0.0,5,0.6248546105876024,0.3751453894123975,0.0232092399190608,0.1641144264897593,5,0,0.46966094798178637
3,6,Joey Lawrence,24.0,0.215157099891562,6.45471299674686,0.8042245679763783,2,0.6248546105876024,0.3751453894123975,0.0276571386349693,0.1462327209722688,3,0,0.16943031992231636
3,6,Mario Lopez,28.0,0.207838748754488,6.23516246263464,0.9999999999996024,1,0.6248546105876024,0.3751453894123975,0.02473705019126,0.1380641805365844,2,0,0.173637297524731
3,6,Monique Coleman,23.0,0.1884188405630199,5.652565216890597,0.3304763770591595,4,0.6248546105876024,0.3751453894123975,0.019870237939353,0.1335121832902766,4,0,0.19774080918143522
3,7,Emmitt Smith,28.5,0.241709024780846,7.25127074342538,0.9999999999996172,1,0.522871878014165,0.477128121985835,0.0405391648441983,0.1881968137215966,1,0,0.015550908968721498
3,7,Jerry Springer,23.0,0.0550617407555483,1.6518522226664492,0.0,5,0.522871878014165,0.477128121985835,0.0292283049499885,0.170133491520687,5,1,0.9505379722675366
3,7,Joey Lawrence,28.5,0.2380952852951686,7.142858558855058,0.9909186180704792,2,0.522871878014165,0.477128121985835,0.0273732874752154,0.1459488698125149,3,0,0.06191817928582475
3,7,Mario Lopez,28.0,0.225508876816124,6.76526630448372,0.9110203692883808,3,0.522871878014165,0.477128121985835,0.0345549091227884,0.1478820394681128,2,0,0.0064764189290365546
3,7,Monique Coleman,27.0,0.2396250723523126,7.188752170569377,0.8499577537578292,4,0.522871878014165,0.477128121985835,0.0286655594815388,0.1423075048324624,4,0,0.05260219460489773
3,8,Emmitt Smith,27.0,0.2951589865897533,8.854769597692599,0.5881695541887627,3,0.5129399073015101,0.4870600926984899,0.0325772843469356,0.1802349332243339,1,0,0.03700110474326433
3,8,Joey Lawrence,27.0,0.3388856196442869,10.166568589328604,0.6789787661594235,2,0.5129399073015101,0.4870600926984899,0.0501300253137475,0.168705607651047,3,0,0.15041225917039386
3,8,Mario Lopez,28.5,0.2842872752899265,8.528618258697794,0.9999999999995766,1,0.5129399073015101,0.4870600926984899,0.0375849880995054,0.1509121184448298,2,0,0.04778238517762773
3,8,Monique Coleman,26.5,0.0816681184760332,2.450043554280996,0.0,4,0.5129399073015101,0.4870600926984899,0.0363926678483214,0.150034613199245,4,1,0.9018454879053094
3,9,Emmitt Smith,29.5,0.4378308789384046,13.134926368152138,,3,,,0.0315536644429154,0.1792113133203137,1,0,0.6244585409061613
3,9,Joey Lawrence,29.5,0.1307606167659799,3.9228185029793967,,2,,,0.0314295691829867,0.1500051515202862,3,1,0.6882499125038948
3,9,Mario Lopez,29.5,0.431408504295615,12.94225512886845,,1,,,0.0305151536618426,0.1438422840071671,2,0,0.7512198399478554
3,10,Emmitt Smith,29.666600000000003,0.5118111532631303,15.35433459789391,,2,,,0.0311537518796706,0.1788114007570689,1,0,0.8124014932042156
3,10,Mario Lopez,29.666600000000003,0.4881888467368697,14.64566540210609,,1,,,0.0322467324013156,0.14557386274664,2,0,0.7264307913952024
4,1,Apolo Anton Ohno,21.0,0.0913942550768422,2.741827652305266,0.6273751884231539,4,0.4603644717538032,0.5396355282461968,0.0163384183958738,0.1420825896416132,1,0,0.0003737557996589602
4,1,Billy Ray Cyrus,13.0,0.085439237024379,2.56317711073137,0.0,11,0.4603644717538032,0.5396355282461968,0.0166214765947852,0.1654860621077425,5,0,0.07845009860928503
4,1,Clyde Drexler,16.0,0.0868190339141726,2.604571017425178,0.193818948308344,9,0.4603644717538032,0.5396355282461968,0.0135653115481395,0.1300134020903507,8,0,0.0
4,1,Heather Mills,18.0,0.0914526836146158,2.7435805084384737,0.5034113079606087,7,0.4603644717538032,0.5396355282461968,0.0135501711388255,0.1180587446960829,7,0,0.0
4,1,Ian Ziering,21.0,0.0938050869939486,2.814152609818458,0.744470063750976,3,0.4603644717538032,0.5396355282461968,0.0183588184750364,0.1177234511486985,4,0,0.0003737557996589602
4,1,Joey Fatone,24.0,0.0964554332476348,2.893662997429044,0.999999999999704,1,0.4603644717538032,0.5396355282461968,0.0128489715467521,0.1281197915314731,2,0,0.0037292087403567615
4,1,John Ratzenberger,17.0,0.0892980995699673,2.678942987099019,0.3564952158199216,8,0.4603644717538032,0.5396355282461968,0.0223605564323693,0.1419568855827923,6,0,0.020454676726162593
4,1,Laila Ali,23.0,0.0948449697864423,2.845349093593269,0.8795120181851624,2,0.4603644717538032,0.5396355282461968,0.0172431978670133,0.145194074778019,3,0,0.0031296037528753345
4,1,Leeza Gibbons,15.0,0.0872767645124992,2.618302935374976,0.1737838117688065,10,0.4603644717538032,0.5396355282461968,0.0194487599768311,0.2427456382462671,9,0,0.005887717415687683
4,1,Paulina Porizkova,19.0,0.0912683597987219,2.738050793961657,0.5367258991463104,6,0.4603644717538032,0.5396355282461968,0.0127359103711084,0.0834465884897631,11,0,0.009183770799315477
4,1,Shandi Finnessey,19.0,0.0919460764607753,2.7583822938232587,0.569642813630327,5,0.4603644717538032,0.5396355282461968,0.0181130156793715,0.0681130156793715,10,0,0.004289240538798953
4,2,Apolo Anton Ohno,26.0,0.083964449440039,2.5189334832011703,0.8557796403417459,4,0.3279782535015078,0.6720217464984921,0.0559661265848259,0.1817102978305653,1,0,0.008318059255415323
4,2,Billy Ray Cyrus,21.0,0.0992927903798334,2.9787837113950024,0.7753777384208703,7,0.3279782535015078,0.6720217464984921,0.0521434475801649,0.2010080330931223,5,0,0.0
4,2,Clyde Drexler,18.0,0.1070414315951957,3.211242947855871,0.7141339352534314,9,0.3279782535015078,0.6720217464984921,0.0418885388671739,0.1583366294093851,8,0,0.0
4,2,Heather Mills,24.0,0.1045018557429511,3.1350556722885328,0.952949173947426,2,0.3279782535015078,0.6720217464984921,0.0388214548167632,0.1433300283740206,7,0,0.0005567698487712665
4,2,Ian Ziering,22.0,0.10265653798981,3.0796961396943,0.8491781105872541,5,0.3279782535015078,0.6720217464984921,0.0432421205895,0.1426067532631622,4,0,0.0
4,2,Joey Fatone,24.0,0.0983385180824037,2.950155542472111,0.8976178949792801,3,0.3279782535015078,0.6720217464984921,0.0555049894243235,0.1707758094090445,2,0,0.0005567698487712665
4,2,John Ratzenberger,21.0,0.0986159706669748,2.958479120009244,0.7693015987696161,8,0.3279782535015078,0.6720217464984921,0.0508020195459578,0.1703983486963807,6,0,0.0
4,2,Laila Ali,27.0,0.0951722622705518,2.855167868116554,0.9999999999996594,1,0.3279782535015078,0.6720217464984921,0.0566313848986024,0.1845822618096081,3,0,0.0
4,2,Leeza Gibbons,21.0,0.0913424444690996,2.740273334072988,0.7040036174967538,10,0.3279782535015078,0.6720217464984921,0.0534751832762944,0.2767720615457304,9,0,0.0
4,2,Paulina Porizkova,21.0,0.0129236533296919,0.387709599890757,0.0,11,0.3279782535015078,0.6720217464984921,0.0400557917562714,0.1107664698749261,11,1,0.9995102887222842
