,,fan_vote_cv,fan_vote_cv,fan_vote_cv,fan_vote_cv,fan_vote_std,fan_vote_ci_width
22,8,0.049685,0.009109,0.04037,0.063538,0.007912,0.027873
22,9,0.0,0.0,0.0,0.0,0.0,0.0
22,10,0.030903,0.002534,0.028015,0.032757,0.010299,0.037942
23,1,0.016117,0.002234,0.01315,0.019223,0.00124,0.004238
23,2,0.041042,0.005852,0.031597,0.050759,0.00317,0.010724
23,3,0.037784,0.004964,0.029301,0.044745,0.003119,0.010693
23,4,0.0,0.0,0.0,0.0,0.0,0.0
23,5,0.01877,0.003435,0.012685,0.023983,0.002088,0.007129
23,6,0.04099,0.00567,0.034265,0.04908,0.004533,0.016655
23,7,0.046099,0.00516,0.040247,0.053487,0.005848,0.019353
23,8,0.036643,0.005598,0.027475,0.04577,0.005186,0.01798
23,9,0.041113,0.007533,0.02902,0.050253,0.006612,0.022656
23,10,0.040207,0.011108,0.03388,0.060012,0.007299,0.025753
23,11,0.023478,0.003926,0.018513,0.027966,0.005877,0.020967
24,1,0.016604,0.002217,0.01283,0.020491,0.001382,0.004705
24,2,0.035845,0.003766,0.028322,0.040644,0.002992,0.010121
24,3,0.035767,0.003874,0.027459,0.040918,0.003258,0.010875
24,4,0.036737,0.003685,0.031483,0.041843,0.003696,0.012526
24,5,0.042992,0.006855,0.034098,0.052435,0.004784,0.016665
24,6,0.055013,0.008051,0.040241,0.064114,0.00695,0.023862
24,7,0.0,0.0,0.0,0.0,0.0,0.0
24,8,0.039584,0.008047,0.033074,0.052579,0.008144,0.028093
24,9,0.034608,0.004208,0.030195,0.038596,0.008463,0.028347
24,10,0.023661,0.005395,0.019248,0.029674,0.007903,0.027579
25,1,0.016859,0.003641,0.01094,0.021802,0.001295,0.004362
25,2,0.0,0.0,0.0,0.0,0.0,0.0
25,3,0.017659,0.001989,0.015138,0.021214,0.001604,0.00535
25,4,0.047282,0.00904,0.033626,0.065857,0.004314,0.014603
25,5,0.04686,0.008718,0.035905,0.061522,0.004722,0.016665
25,6,0.03169,0.004316,0.026455,0.039891,0.003558,0.01199
25,7,0.0,0.0,0.0,0.0,0.0,0.0
25,8,0.042325,0.004294,0.036135,0.047538,0.007212,0.023974
25,9,0.044863,0.008276,0.03349,0.053646,0.008631,0.030235
25,10,0.021183,0.002963,0.01795,0.025095,0.005295,0.017697
26,1,0.0,0.0,0.0,0.0,0.0,0.0
26,2,0.0,0.0,0.0,0.0,0.0,0.0
26,3,0.0,0.0,0.0,0.0,0.0,0.0
26,4,0.02947,0.000558,0.029145,0.030115,0.009824,0.032892
27,1,0.044909,0.007687,0.030353,0.057903,0.003464,0.012097
27,2,0.0375,0.006722,0.026277,0.048336,0.003198,0.011036
27,3,0.038647,0.007277,0.026869,0.05199,0.003482,0.011914
27,4,0.066856,0.009278,0.051223,0.082111,0.006535,0.022466
27,5,0.017763,0.001986,0.014532,0.020598,0.00197,0.006696
27,6,0.04882,0.008054,0.038844,0.064575,0.005534,0.019074
27,7,0.0,0.0,0.0,0.0,0.0,0.0
27,8,0.0,0.0,0.0,0.0,0.0,0.0
27,9,0.020136,0.002781,0.016071,0.022372,0.005038,0.017592
28,1,0.0,0.0,0.0,0.0,0.0,0.0
28,2,0.200157,0.080766,0.061543,0.300046,0.017723,0.059321
28,3,0.0,0.0,0.0,0.0,0.0,0.0
28,4,0.046502,0.011152,0.027756,0.05857,0.004683,0.01541
28,5,0.0,0.0,0.0,0.0,0.0,0.0
28,6,0.581384,0.158536,0.311204,0.873376,0.060923,0.164215
28,7,0.060914,0.024838,0.023384,0.099974,0.007385,0.024886
28,8,0.0,0.0,0.0,0.0,0.0,0.0
28,9,0.0,0.0,0.0,0.0,0.0,0.0
28,10,0.0,0.0,0.0,0.0,0.0,0.0
28,11,0.0,0.0,0.0,0.0,0.0,0.0
29,1,0.0,0.0,0.0,0.0,0.0,0.0
29,2,0.065922,0.017973,0.025452,0.100798,0.00445,0.014902
29,3,0.061607,0.015638,0.026687,0.085577,0.004551,0.015683
29,4,0.101753,0.036345,0.035982,0.150693,0.007254,0.024377
29,5,0.060487,0.017483,0.024951,0.083104,0.005094,0.017315
29,6,0.062611,0.015701,0.023641,0.084617,0.005936,0.019789
29,7,0.152302,0.052645,0.072607,0.217548,0.015413,0.052901
29,8,0.089819,0.036409,0.026744,0.146304,0.010803,0.037286
29,9,0.0,0.0,0.0,0.0,0.0,0.0
29,10,0.0,0.0,0.0,0.0,0.0,0.0
29,11,0.0,0.0,0.0,0.0,0.0,0.0
30,1,0.0,0.0,0.0,0.0,0.0,0.0
30,2,0.064103,0.017826,0.031669,0.085285,0.004265,0.014821
30,3,0.279641,0.106245,0.077506,0.422436,0.016076,0.05276
30,4,0.194749,0.056937,0.084828,0.268674,0.016059,0.054827
30,5,0.47177,0.234381,0.106474,0.95673,0.0337,0.116856
30,6,0.049488,0.011828,0.028697,0.071601,0.005026,0.017934
30,7,0.042003,0.014571,0.020375,0.063272,0.004673,0.016459
30,8,0.125533,0.053247,0.066029,0.197661,0.015763,0.052752
30,9,0.0,0.0,0.0,0.0,0.0,0.0
30,10,0.0,0.0,0.0,0.0,0.0,0.0
31,1,0.078842,0.020631,0.026395,0.108183,0.004908,0.017141
31,2,0.075312,0.019261,0.034147,0.097664,0.005003,0.01716
31,3,0.076077,0.019981,0.028323,0.10152,0.005487,0.018694
31,4,0.063835,0.012432,0.034548,0.077156,0.004984,0.017367
31,5,0.0,0.0,0.0,0.0,0.0,0.0
31,6,0.055567,0.014584,0.024939,0.067946,0.005627,0.018949
31,7,0.052774,0.016149,0.020478,0.072422,0.006008,0.020633
31,8,0.110252,0.046084,0.043883,0.163566,0.015158,0.052232
31,9,0.0,0.0,0.0,0.0,0.0,0.0
31,10,0.0,0.0,0.0,0.0,0.0,0.0
32,1,0.083111,0.024968,0.032524,0.114269,0.005882,0.020763
32,2,0.12669,0.043288,0.026062,0.195011,0.009313,0.032194
32,3,0.061067,0.014342,0.029983,0.077924,0.005206,0.017794
32,4,0.147408,0.067249,0.03021,0.240253,0.011501,0.038308
32,5,0.072089,0.023896,0.025754,0.102841,0.007097,0.024064
32,6,0.090463,0.03167,0.037854,0.140331,0.009482,0.033511
32,7,0.653067,0.38864,0.22961,1.31545,0.053595,0.166788
32,8,0.0,0.0,0.0,0.0,0.0,0.0
32,9,0.0,0.0,0.0,0.0,0.0,0.0
32,10,0.0,0.0,0.0,0.0,0.0,0.0
32,11,0.0,0.0,0.0,0.0,0.0,0.0
33,1,0.0,0.0,0.0,0.0,0.0,0.0
33,2,0.323775,0.123243,0.110264,0.511162,0.025139,0.085125
33,3,0.165903,0.041074,0.096182,0.222244,0.016036,0.056112
33,4,0.086649,0.033911,0.02956,0.124575,0.008894,0.030124
33,5,0.042873,0.011848,0.031194,0.063406,0.005399,0.018597
33,6,0.0,0.0,0.0,0.0,0.0,0.0
33,7,0.0,0.0,0.0,0.0,0.0,0.0
33,8,0.0,0.0,0.0,0.0,0.0,0.0
33,9,0.0,0.0,0.0,0.0,0.0,0.0
34,1,0.0,0.0,0.0,0.0,0.0,0.0
34,2,0.298987,0.108008,0.104062,0.474337,0.02187,0.072065
34,3,0.056877,0.01322,0.02843,0.071336,0.004807,0.016437
34,4,0.591477,0.390725,0.118158,1.320851,0.039031,0.13567
34,5,0.0,0.0,0.0,0.0,0.0,0.0
34,6,0.056541,0.012176,0.028462,0.070405,0.005846,0.020121
34,7,0.066733,0.023696,0.035681,0.096028,0.007028,0.023729
34,8,0.044785,0.013928,0.025564,0.064142,0.005524,0.018537
34,9,0.0,0.0,0.0,0.0,0.0,0.0
34,10,0.0,0.0,0.0,0.0,0.0,0.0
34,11,0.0,0.0,0.0,0.0,0.0,0.0
