season,week,celebrity_name,judge_score,fan_vote,fan_vote_scaled,comprehensive_score,rank,judge_weight,fan_weight,fan_vote_cv,total_uncertainty,placement,is_eliminated,judge_rank,fan_rank,judge_score_norm,fan_score_norm,rank_based_comprehensive_score,original_comprehensive_score,elimination_probability
27,4,Bobby Bones,20.0,0.1118504504706786,3.355513514120358,0.7475521610727857,9,0.3283887726964157,0.6716112273035842,0.0763125496339834,0.1990284914838683,1,0,9.0,4.0,0.11111111111111116,0.6666666666666667,0.38888888888888895,0.7475521610727857,0.04413010096317044
27,4,DeMarcus Ware,22.0,0.1124894056522424,3.374682169567272,0.8395605958170838,5,0.3283887726964157,0.6716112273035842,0.0697288793564022,0.1434707916232985,7,0,7.0,3.0,0.33333333333333337,0.7777777777777778,0.5555555555555556,0.8395605958170838,0.09239814422582845
27,4,Evanna Lynch,24.0,0.1011411104028185,3.0342333120845546,0.8131483495179,8,0.3283887726964157,0.6716112273035842,0.081476288950703,0.2321020267671202,3,0,5.5,6.0,0.5,0.4444444444444444,0.4722222222222222,0.8131483495179,0.050011683907026726
27,4,Joe Amabile,15.0,0.1458418251789342,4.375254755368026,0.8691084051614169,3,0.3283887726964157,0.6716112273035842,0.0774370331731873,0.2718347599872532,6,0,10.0,1.0,0.0,1.0,0.5,0.8691084051614169,0.043341139890623194
27,4,John Schneider,21.0,0.1164723206072013,3.4941696182160387,0.8360592241405544,6,0.3283887726964157,0.6716112273035842,0.0695045807185129,0.20984947425177,8,0,8.0,2.0,0.2222222222222222,0.8888888888888888,0.5555555555555556,0.8360592241405544,0.04161633120300281
27,4,Juan Pablo Di Pace,24.0,0.1083640880366504,3.250922641099512,0.884503322493945,2,0.3283887726964157,0.6716112273035842,0.0565892121494203,0.1686509017592959,5,0,5.5,5.0,0.5,0.5555555555555556,0.5277777777777778,0.884503322493945,0.08172415628436999
27,4,Mary Lou Retton,26.0,0.0969036328582127,2.907108985746381,0.8569830610368177,4,0.3283887726964157,0.6716112273035842,0.0807359854678022,0.1680144834105045,9,0,2.5,9.0,0.8333333333333334,0.11111111111111116,0.47222222222222227,0.8569830610368177,0.08024926899560475
27,4,Milo Manheim,29.0,0.0983686295104983,2.951058885314949,0.999999999999516,1,0.3283887726964157,0.6716112273035842,0.0761077138937512,0.1887701716203445,2,0,1.0,8.0,1.0,0.2222222222222222,0.6111111111111112,0.999999999999516,0.04884591859578642
27,4,Tinashe,26.0,0.0101546758581193,0.304640275743579,0.0,10,0.3283887726964157,0.6716112273035842,0.0867658487027528,0.1546894097838852,10,1,2.5,10.0,0.8333333333333334,0.0,0.4166666666666667,0.0,0.6885764352434666
27,5,Alexis Ren,29.0,0.1140691125311046,3.422073375933138,0.8262932766603136,2,0.5180216070930764,0.4819783929069235,0.0170945588168059,0.1060943808173398,4,0,1.5,3.0,0.9375,0.75,0.84375,0.8262932766603136,0.1524134469734954
27,5,Bobby Bones,21.0,0.1066918486363927,3.2007554590917806,0.2247990232113533,8,0.5180216070930764,0.4819783929069235,0.0191972011737317,0.1419131430236166,1,0,8.0,7.0,0.125,0.25,0.1875,0.2247990232113533,0.07429680814983385
27,5,DeMarcus Ware,26.0,0.1144472015908675,3.433416047726025,0.7055891770222529,4,0.5180216070930764,0.4819783929069235,0.013322273402336,0.0870641856692323,7,0,4.0,2.0,0.625,0.875,0.75,0.7055891770222529,0.12061308043033399
27,5,Evanna Lynch,24.0,0.1051297050359632,3.153891151078896,0.306020526161514,7,0.5180216070930764,0.4819783929069235,0.0205912321711767,0.1712169699875939,3,0,6.5,9.0,0.3125,0.0,0.15625,0.306020526161514,0.1276110968648999
27,5,Joe Amabile,17.0,0.1052808454258339,3.158425362775017,0.0,9,0.5180216070930764,0.4819783929069235,0.0164892392978982,0.210886966111964,6,0,9.0,8.0,0.0,0.125,0.0625,0.0,0.05752587378793685
27,5,John Schneider,24.0,0.1116169136655682,3.3485074099670458,0.5223381307616904,5,0.5180216070930764,0.4819783929069235,0.0217426707447906,0.1620875642780477,8,0,6.5,5.0,0.3125,0.5,0.40625,0.5223381307616904,0.14590758031741707
27,5,Juan Pablo Di Pace,29.0,0.1192784516265075,3.578353548795225,0.9999999999996894,1,0.5180216070930764,0.4819783929069235,0.02046716481272,0.1325288544225956,5,0,1.5,1.0,0.9375,1.0,0.96875,0.9999999999996894,0.17366626286185255
27,5,Mary Lou Retton,25.0,0.1102472799501017,3.3074183985030507,0.5211045412799563,6,0.5180216070930764,0.4819783929069235,0.0131020973226019,0.1003805952653042,9,0,5.0,6.0,0.5,0.375,0.4375,0.5211045412799563,0.12354203720817303
27,5,Milo Manheim,27.0,0.1132386415376602,3.3971592461298057,0.709726629351179,3,0.5180216070930764,0.4819783929069235,0.0153991134753198,0.1280615712019131,2,0,3.0,4.0,0.75,0.625,0.6875,0.709726629351179,0.13197470171238257
27,6,Alexis Ren,27.0,0.1148709780148724,3.446129340446172,0.8107635361082446,5,0.3252517462231704,0.6747482537768297,0.0526668069667008,0.1416666289672348,4,0,4.0,8.0,0.625,0.125,0.375,0.8107635361082446,0.08576991766490695
27,6,Bobby Bones,22.0,0.1232795741610968,3.698387224832904,0.7144122649193598,7,0.3252517462231704,0.6747482537768297,0.0447546363605753,0.1674705782104602,1,0,7.5,5.0,0.1875,0.5,0.34375,0.7144122649193598,0.08012685261255696
27,6,DeMarcus Ware,26.0,0.12614465310797,3.7843395932391,0.8634703137025416,4,0.3252517462231704,0.6747482537768297,0.0468377195216095,0.1205796317885058,7,0,5.0,4.0,0.5,0.625,0.5625,0.8634703137025416,0.06942728636328875
27,6,Evanna Lynch,29.0,0.1176995254433045,3.5309857632991357,0.8957680579313033,3,0.3252517462231704,0.6747482537768297,0.0432502513095267,0.1938759891259439,3,0,3.0,6.0,0.75,0.375,0.5625,0.8957680579313033,0.05550810855302655
27,6,Joe Amabile,22.0,0.1281163411721931,3.8434902351657927,0.7507068578119266,6,0.3252517462231704,0.6747482537768297,0.0381778276269311,0.2325755544409969,6,0,7.5,1.0,0.1875,1.0,0.59375,0.7507068578119266,0.06047127497065431
27,6,John Schneider,19.0,0.1276905687414809,3.8307170622444273,0.6518428086911318,8,0.3252517462231704,0.6747482537768297,0.0384049427634604,0.1787498362967175,8,0,9.0,2.0,0.0,0.875,0.4375,0.6518428086911318,0.05487083264439616
27,6,Juan Pablo Di Pace,30.0,0.1273401508432524,3.820204525297572,0.9999999999996356,1,0.3252517462231704,0.6747482537768297,0.0483086385990089,0.1603703282088845,5,0,1.5,3.0,0.9375,0.75,0.84375,0.9999999999996356,0.10399624970481647
27,6,Mary Lou Retton,24.0,0.0195745463631151,0.5872363908934529,0.0,9,0.3252517462231704,0.6747482537768297,0.0409024160548744,0.1281809139975767,9,1,6.0,9.0,0.375,0.0,0.1875,0.0,0.7289446237091746
27,6,Milo Manheim,30.0,0.1152836621527145,3.458509864581435,0.9095293720506318,2,0.3252517462231704,0.6747482537768297,0.0631375181591921,0.1757999758857854,2,0,1.5,7.0,0.9375,0.25,0.59375,0.9095293720506318,0.06595695666280055
27,7,Alexis Ren,27.5,0.125,3.75,,8,,,0.0,0.088999822000534,4,0,4.0,4.5,0.5714285714285714,0.5,0.5357142857142857,,0.21198488486245737
27,7,Bobby Bones,26.5,0.125,3.75,,7,,,0.0,0.1227159418498849,1,0,6.5,4.5,0.2142857142857143,0.5,0.35714285714285715,,0.2398389079466522
27,7,DeMarcus Ware,26.5,0.125,3.75,,6,,,0.0,0.0737419122668963,7,1,6.5,4.5,0.2142857142857143,0.5,0.35714285714285715,,0.2560488229851229
27,7,Evanna Lynch,29.5,0.125,3.75,,5,,,0.0,0.1506257378164172,3,0,1.0,4.5,1.0,0.5,0.75,,0.261778954821406
27,7,Joe Amabile,23.5,0.125,3.75,,4,,,0.0,0.1943977268140659,6,0,8.0,4.5,0.0,0.5,0.25,,0.22239316541304427
27,7,John Schneider,27.0,0.125,3.75,,3,,,0.0,0.1403448935332571,8,1,5.0,4.5,0.4285714285714286,0.5,0.4642857142857143,,0.24709094357513176
27,7,Juan Pablo Di Pace,28.0,0.125,3.75,,2,,,0.0,0.1120616896098756,5,0,3.0,4.5,0.7142857142857143,0.5,0.6071428571428572,,0.2445769845709182
27,7,Milo Manheim,29.0,0.125,3.75,,1,,,0.0,0.1126624577265933,2,0,2.0,4.5,0.8571428571428572,0.5,0.6785714285714286,,0.25550087679380945
27,8,Alexis Ren,29.0,0.1666666666666666,4.999999999999998,,6,,,1.665334536937735e-16,0.0889998220005341,4,0,2.5,3.5,0.7,0.5,0.6,,0.26717585970317864
27,8,Bobby Bones,22.5,0.1666666666666666,4.999999999999998,,5,,,1.665334536937735e-16,0.1227159418498851,1,0,6.0,3.5,0.0,0.5,0.25,,0.19861108987109632
27,8,Evanna Lynch,29.0,0.1666666666666666,4.999999999999998,,4,,,1.665334536937735e-16,0.1506257378164174,3,0,2.5,3.5,0.7,0.5,0.6,,0.27963508722961383
27,8,Joe Amabile,23.0,0.1666666666666666,4.999999999999998,,3,,,1.665334536937735e-16,0.194397726814066,6,1,5.0,3.5,0.19999999999999996,0.5,0.35,,0.23221752223448144
27,8,Juan Pablo Di Pace,30.0,0.1666666666666666,4.999999999999998,,2,,,1.665334536937735e-16,0.1120616896098758,5,1,1.0,3.5,1.0,0.5,0.75,,0.3257542365228508
27,8,Milo Manheim,27.5,0.1666666666666666,4.999999999999998,,1,,,1.665334536937735e-16,0.1126624577265934,2,0,4.0,3.5,0.4,0.5,0.45,,0.25511596724416674
27,9,Alexis Ren,28.5,0.2483901675052578,7.451705025157734,0.4101096636901086,3,0.3315150864606588,0.6684849135393411,0.0265621255435712,0.1155619475441052,4,0,3.0,3.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4101096636901086,0.5717881441301014
27,9,Bobby Bones,27.0,0.2412866971724831,7.238600915174493,0.0,4,0.3315150864606588,0.6684849135393411,0.0297122728084048,0.1524282146582897,1,0,4.0,4.0,0.0,0.0,0.0,0.0,0.27622284583239476
27,9,Evanna Lynch,30.0,0.2603986316834332,7.811958950502996,0.9999999999996254,1,0.3315150864606588,0.6684849135393411,0.0210916474359473,0.1717173852523645,3,0,1.5,1.0,0.8333333333333334,1.0,0.9166666666666667,0.9999999999996254,0.5796727904941086
27,9,Milo Manheim,30.0,0.2499245036388257,7.497735109164771,0.6160961982187061,2,0.3315150864606588,0.6684849135393411,0.0215583852044227,0.134220842931016,2,0,1.5,2.0,0.8333333333333334,0.6666666666666667,0.75,0.6160961982187061,0.5985099209579053
